date,code,open,close,high,low,volume,money,turnover_ratio
2023-09-20,000001.XSHE,1421.61,1415.26,1424.15,1415.26,440302.0,624785495.0,0.288
2023-09-20,000002.XSHE,2246.05,2244.36,2254.49,2234.23,164860.0,370524587.0,0.2865
2023-09-20,000004.XSHE,112.81,123.9,123.9,112.81,949882.0,116297791.0,5.6005
2023-09-20,000005.XSHE,14.93,14.93,15.23,14.72,1218413.0,18204424.0,1.1774
2023-09-20,000006.XSHE,237.54,237.03,241.16,235.48,270891.0,64698203.0,1.0362
2023-09-20,000007.XSHE,53.77,56.78,56.78,53.64,423947.0,23943577.0,1.6542
2023-09-20,000008.XSHE,65.59,65.32,66.13,65.06,732013.0,48004026.0,0.7324
2023-09-20,000009.XSHE,104.25,102.93,104.65,102.83,789972.0,81813517.0,0.3125
2023-09-20,000010.XSHE,45.99,44.13,46.53,44.13,8274817.0,368854709.0,21.0653
2023-09-20,000011.XSHE,43.34,43.3,43.83,43.08,1055455.0,45921363.0,0.8885
2023-09-20,000012.XSHE,195.47,194.79,195.82,194.44,181906.0,35489509.0,0.3188
2023-09-20,000014.XSHE,136.04,137.04,138.61,135.7,544720.0,74855545.0,2.5135
2023-09-20,000016.XSHE,104.73,103.75,105.21,103.27,217687.0,22709476.0,0.3321
2023-09-20,000017.XSHE,14.68,14.48,14.81,14.45,1738937.0,25301432.0,1.8676
2023-09-20,000019.XSHE,45.13,45.25,45.49,44.94,597235.0,27068354.0,0.8727
2023-09-20,000020.XSHE,27.85,27.71,28.21,27.66,472784.0,13214888.0,0.6271
2023-09-20,000021.XSHE,284.75,285.89,296.33,284.59,1850769.0,537594424.0,1.9348
2023-09-20,000023.XSHE,17.14,17.06,17.41,16.92,793311.0,13621102.0,1.531
2023-09-20,000025.XSHE,42.88,42.0,42.88,42.0,798405.0,33811797.0,0.5587
2023-09-20,000026.XSHE,109.47,109.28,110.32,108.9,202045.0,22113052.0,0.5282
2023-09-20,000027.XSHE,152.5,152.74,153.45,151.79,506209.0,77287935.0,0.2512
2023-09-20,000028.XSHE,172.85,170.11,172.9,169.73,755799.0,129153213.0,0.8656
2023-09-20,000029.XSHE,27.9,28.11,28.47,27.76,967341.0,27244476.0,0.2578
2023-09-20,000030.XSHE,21.47,21.35,21.79,21.32,1532883.0,32957397.0,0.3569
2023-09-20,000031.XSHE,72.74,73.12,73.88,72.35,449905.0,32917747.0,0.2151
2023-09-20,000032.XSHE,94.87,91.8,95.33,91.17,5672355.0,527181140.0,3.6994
2023-09-20,000034.XSHE,85.56,86.8,90.65,85.56,10560410.0,934117719.0,6.1066
2023-09-20,000035.XSHE,24.66,24.7,24.99,24.47,1615198.0,39997039.0,0.3092
2023-09-20,000036.XSHE,37.3,37.3,37.59,37.02,762399.0,28420897.0,0.4903
2023-09-20,000037.XSHE,52.33,51.98,53.1,51.86,1738473.0,90969146.0,3.0164
2023-09-20,000039.XSHE,362.35,359.3,362.86,359.3,121640.0,43817935.0,0.2686
2023-09-20,000040.XSHE,17.78,17.55,17.78,17.5,1830683.0,32306681.0,0.7993
2023-09-20,000042.XSHE,89.88,91.21,92.27,89.48,470338.0,42914340.0,0.9418
2023-09-20,000045.XSHE,30.21,30.09,30.56,29.97,805858.0,24378915.0,0.5242
2023-09-20,000046.XSHE,104.48,104.82,104.82,96.99,7224672.0,744944012.0,4.7525
2023-09-20,000048.XSHE,216.55,213.61,220.77,211.94,1047496.0,226652880.0,1.9643
2023-09-20,000049.XSHE,256.36,254.76,258.79,254.26,126171.0,32266204.0,0.3537
2023-09-20,000050.XSHE,77.32,77.49,78.0,76.89,779035.0,60375095.0,0.2783
2023-09-20,000055.XSHE,48.98,48.68,49.08,48.47,591929.0,28829145.0,0.8826
2023-09-20,000056.XSHE,14.75,14.33,14.75,14.28,3948049.0,57178905.0,2.0589
2023-09-20,000058.XSHE,34.37,32.78,34.51,32.73,14085865.0,470147518.0,6.6893
2023-09-20,000059.XSHE,11.24,11.2,11.33,11.17,2927079.0,32879024.0,0.3355
2023-09-20,000060.XSHE,214.18,212.98,215.79,211.77,865265.0,184383870.0,0.9304
2023-09-20,000061.XSHE,155.71,155.71,157.3,153.67,363530.0,56757263.0,0.4856
2023-09-20,000062.XSHE,86.01,86.4,87.95,85.55,924196.0,80137541.0,0.6856
2023-09-20,000063.XSHE,570.56,571.97,579.56,569.68,1692707.0,972531765.0,0.7414
2023-09-20,000065.XSHE,241.27,238.26,241.98,237.55,535432.0,128143289.0,1.0484
2023-09-20,000066.XSHE,121.3,121.3,123.5,121.06,2445220.0,298981095.0,0.9019
2023-09-20,000068.XSHE,8.23,8.23,8.34,8.19,3921579.0,32437092.0,0.8882
2023-09-20,000069.XSHE,208.07,209.05,210.51,207.1,346635.0,72514785.0,0.2388
2023-09-20,000070.XSHE,26.35,26.66,27.53,26.28,6616552.0,178527900.0,2.5951
2023-09-20,000078.XSHE,62.69,62.69,63.1,62.49,347134.0,21794330.0,0.2708
2023-09-20,000088.XSHE,41.1,41.19,41.35,40.86,655584.0,26958483.0,0.2377
2023-09-20,000089.XSHE,50.76,50.55,50.98,50.33,930545.0,47058357.0,0.3324
2023-09-20,000090.XSHE,55.97,56.33,56.86,55.34,2368400.0,133658027.0,1.1351
2023-09-20,000096.XSHE,26.07,25.69,26.38,25.61,1693344.0,43799263.0,0.9516
2023-09-20,000099.XSHE,32.03,31.37,32.03,31.29,1823605.0,57695432.0,1.0068
2023-09-20,000100.XSHE,14.55,14.47,14.8,14.44,40806261.0,595211321.0,0.8241
2023-09-20,000151.XSHE,33.82,34.15,34.84,33.41,9949103.0,340291872.0,10.3305
2023-09-20,000153.XSHE,53.44,53.49,54.01,53.26,642119.0,34458530.0,1.189
2023-09-20,000155.XSHE,19.37,19.21,19.54,19.19,3971375.0,76692889.0,0.4814
2023-09-20,000156.XSHE,14.83,14.88,15.05,14.79,3316946.0,49566213.0,0.3957
2023-09-20,000157.XSHE,571.2,572.86,576.19,565.37,398831.0,228463356.0,0.47
2023-09-20,000158.XSHE,22.23,21.87,22.7,21.79,37420332.0,830210903.0,6.9726
2023-09-20,000159.XSHE,20.78,20.78,21.1,20.68,2089545.0,43681694.0,1.4025
2023-09-20,000166.XSHE,6.65,6.65,6.68,6.61,25585066.0,170153033.0,0.1736
2023-09-20,000301.XSHE,27.02,26.95,27.09,26.78,4587831.0,123851170.0,0.193
2023-09-20,000333.XSHE,287.81,292.22,294.02,286.26,4162276.0,1210967114.0,0.3107
2023-09-20,000338.XSHE,256.94,257.36,258.2,255.25,798142.0,205289369.0,0.3326
2023-09-20,000400.XSHE,149.5,149.02,150.46,149.02,470187.0,70268697.0,0.374
2023-09-20,000401.XSHE,54.98,55.34,55.55,54.55,844151.0,46586215.0,0.3885
2023-09-20,000402.XSHE,164.48,164.85,165.96,162.99,359056.0,59158742.0,0.4462
2023-09-20,000403.XSHE,163.81,162.85,163.89,161.24,520631.0,84471960.0,0.6581
2023-09-20,000404.XSHE,25.02,24.85,25.23,24.77,1659765.0,41492387.0,1.0015
2023-09-20,000407.XSHE,46.22,46.34,46.71,46.1,762669.0,35428990.0,1.0762
2023-09-20,000408.XSHE,158.99,158.79,159.33,158.31,339138.0,53839448.0,0.1452
2023-09-20,000409.XSHE,16.86,16.79,17.03,16.75,2049888.0,34598819.0,1.0641
2023-09-20,000410.XSHE,20.55,20.67,20.87,20.38,2390915.0,49432190.0,0.4118
2023-09-20,000411.XSHE,38.67,38.89,39.18,38.41,2224615.0,86726803.0,2.3533
2023-09-20,000413.XSHE,8.81,8.58,8.81,8.54,10947905.0,94999842.0,0.9991
2023-09-20,000415.XSHE,60.2,59.75,60.2,59.3,959283.0,57298742.0,0.4011
2023-09-20,000416.XSHE,26.02,26.13,26.93,25.32,4581661.0,120293414.0,8.6595
2023-09-20,000417.XSHE,106.87,105.33,107.07,104.94,395607.0,41920880.0,0.9814
2023-09-20,000419.XSHE,96.18,95.18,96.68,95.02,302506.0,28955099.0,0.9249
2023-09-20,000420.XSHE,22.2,21.66,22.27,21.66,3043633.0,66699905.0,0.8432
2023-09-20,000421.XSHE,53.99,53.78,54.2,53.67,415248.0,22405056.0,0.7691
2023-09-20,000422.XSHE,155.98,154.06,156.25,153.93,311902.0,48370472.0,0.4745
2023-09-20,000423.XSHE,523.72,523.08,527.9,519.86,139185.0,72788520.0,0.2317
2023-09-20,000425.XSHE,312.81,310.93,314.22,306.23,1249437.0,387887623.0,0.723
2023-09-20,000426.XSHE,161.66,160.3,162.17,159.62,431750.0,69302806.0,0.4971
2023-09-20,000428.XSHE,68.46,64.24,68.59,63.84,5032281.0,329272300.0,6.5151
2023-09-20,000429.XSHE,37.51,37.6,37.74,37.05,1940461.0,72742935.0,0.6827
2023-09-20,000430.XSHE,35.07,33.55,35.17,33.5,2832329.0,96139638.0,3.9402
2023-09-20,000488.XSHE,44.86,44.86,45.25,44.67,824293.0,37089959.0,0.477
2023-09-20,000498.XSHE,19.6,19.65,19.74,19.48,1618468.0,31800813.0,0.3291
2023-09-20,000501.XSHE,76.33,75.92,76.49,75.84,332736.0,25312528.0,0.3536
2023-09-20,000503.XSHE,104.13,102.77,104.62,102.48,384961.0,39844334.0,0.4164
2023-09-20,000504.XSHE,37.45,37.35,37.56,36.9,341690.0,12718338.0,0.3814
2023-09-20,000505.XSHE,24.54,24.5,24.73,24.41,872492.0,21435760.0,0.4493
2023-09-20,000506.XSHE,15.28,15.49,15.67,14.86,25253630.0,386426755.0,8.1634
2023-09-20,000507.XSHE,31.33,31.16,31.38,31.04,1095077.0,34143243.0,0.685
2023-09-20,000509.XSHE,38.83,38.17,39.27,38.17,650068.0,25083563.0,0.6644
2023-09-20,000510.XSHE,58.91,58.45,59.59,58.34,255637.0,15031397.0,0.5125
2023-09-20,000513.XSHE,352.71,348.18,352.71,345.86,546120.0,189942842.0,0.8689
2023-09-20,000514.XSHE,23.98,24.08,24.45,23.71,4448967.0,107531048.0,2.7602
2023-09-20,000516.XSHE,349.08,346.86,349.97,345.97,136463.0,47402312.0,0.3187
2023-09-20,000517.XSHE,38.74,38.61,39.14,38.34,1306193.0,50734812.0,0.6931
2023-09-20,000518.XSHE,23.83,23.83,24.17,23.67,1187178.0,28328450.0,0.9677
2023-09-20,000519.XSHE,122.58,121.52,122.99,121.52,1228538.0,150165633.0,0.722
2023-09-20,000520.XSHE,21.51,21.37,21.51,21.3,451157.0,9655289.0,0.3218
2023-09-20,000521.XSHE,36.34,36.53,37.01,36.34,1937241.0,71142248.0,1.3406
2023-09-20,000523.XSHE,21.8,21.26,21.86,21.26,1552629.0,33360741.0,0.7517
2023-09-20,000524.XSHE,47.62,45.48,47.62,45.38,1996560.0,91925973.0,1.4779
2023-09-20,000525.XSHE,69.76,70.15,71.39,69.6,316973.0,22338198.0,0.4246
2023-09-20,000526.XSHE,64.89,64.27,65.85,64.05,562202.0,36450167.0,1.1797
2023-09-20,000528.XSHE,107.29,108.18,109.37,106.24,921546.0,99628627.0,0.9732
2023-09-20,000529.XSHE,23.31,23.45,23.83,23.24,1037411.0,24468724.0,0.6315
2023-09-20,000530.XSHE,56.05,55.3,56.05,55.3,565483.0,31459740.0,1.0081
2023-09-20,000531.XSHE,106.6,106.12,107.41,105.63,210225.0,22409488.0,0.4143
2023-09-20,000532.XSHE,52.03,51.99,52.42,51.94,215472.0,11230428.0,0.3059
2023-09-20,000533.XSHE,9.01,8.87,9.03,8.87,2206730.0,19764460.0,0.7275
2023-09-20,000534.XSHE,54.15,54.32,54.66,53.9,617033.0,33464566.0,0.5264
2023-09-20,000536.XSHE,17.45,17.3,17.97,16.73,108898724.0,1878984212.0,18.839
2023-09-20,000537.XSHE,77.39,76.71,77.46,76.71,471058.0,36288878.0,0.1735
2023-09-20,000538.XSHE,1540.03,1542.03,1547.74,1533.18,140591.0,216797732.0,0.2248
2023-09-20,000539.XSHE,118.42,116.52,118.6,116.14,846287.0,98935860.0,0.6278
2023-09-20,000541.XSHE,176.62,176.3,177.26,173.74,341952.0,60231751.0,1.0356
2023-09-20,000543.XSHE,37.38,36.74,37.55,36.63,2618621.0,96642043.0,0.6663
2023-09-20,000544.XSHE,30.72,30.44,30.72,30.4,1125258.0,34385000.0,0.4612
2023-09-20,000545.XSHE,15.94,15.69,15.99,15.59,2918119.0,45986572.0,1.4754
2023-09-20,000546.XSHE,14.65,14.53,14.78,14.47,4305017.0,62861934.0,1.2416
2023-09-20,000547.XSHE,98.5,98.38,99.89,98.15,527101.0,52076147.0,0.3832
2023-09-20,000548.XSHE,19.38,19.16,19.49,19.09,2287037.0,44029795.0,1.698
2023-09-20,000550.XSHE,60.43,59.91,60.93,59.7,1354814.0,81466507.0,0.9176
2023-09-20,000551.XSHE,74.62,74.78,75.72,74.54,499060.0,37496692.0,0.9819
2023-09-20,000552.XSHE,26.11,26.11,26.26,26.03,3036420.0,79406690.0,0.9421
2023-09-20,000553.XSHE,34.56,34.3,34.6,34.26,388259.0,13352976.0,0.0759
2023-09-20,000554.XSHE,35.5,35.44,35.98,35.32,1566583.0,55744402.0,2.5906
2023-09-20,000555.XSHE,36.02,35.83,36.4,35.83,1650300.0,59554683.0,0.5339
2023-09-20,000557.XSHE,39.78,39.29,39.78,39.2,516206.0,20366322.0,0.291
2023-09-20,000558.XSHE,18.21,18.14,18.33,18.08,2437232.0,44388622.0,1.1998
2023-09-20,000559.XSHE,215.89,215.89,217.5,214.68,223851.0,48380204.0,0.3275
2023-09-20,000560.XSHE,15.02,15.18,15.29,14.92,8574550.0,129901405.0,2.0168
2023-09-20,000561.XSHE,22.49,22.42,23.11,22.39,3263973.0,73799168.0,1.389
2023-09-20,000563.XSHE,54.31,54.49,54.67,54.13,1560172.0,84901877.0,0.5433
2023-09-20,000564.XSHE,11.09,11.09,11.18,11.0,5902446.0,65506709.0,0.3564
2023-09-20,000565.XSHE,45.7,45.47,46.01,45.39,294587.0,13461594.0,0.5236
2023-09-20,000566.XSHE,46.44,46.44,46.94,46.14,836628.0,38980088.0,0.717
2023-09-20,000567.XSHE,126.09,125.04,127.14,124.83,349427.0,43880046.0,0.2726
2023-09-20,000568.XSHE,7839.54,7844.72,7872.69,7806.73,74789.0,586857548.0,0.1764
2023-09-20,000570.XSHE,32.64,32.52,32.99,32.52,906105.0,29601207.0,1.0644
2023-09-20,000571.XSHE,30.22,29.98,30.57,29.86,1325525.0,40002284.0,1.9144
2023-09-20,000572.XSHE,19.91,19.5,20.01,19.45,7890162.0,154601397.0,2.2357
2023-09-20,000573.XSHE,28.8,28.63,29.04,28.55,1014611.0,29233222.0,1.3341
2023-09-20,000576.XSHE,62.51,62.0,62.76,62.0,227157.0,14151782.0,0.3335
2023-09-20,000581.XSHE,102.23,101.76,102.65,101.64,1008011.0,102793483.0,0.7258
2023-09-20,000582.XSHE,42.19,41.77,42.35,41.72,1439740.0,60503739.0,0.5352
2023-09-20,000584.XSHE,22.2,23.42,23.42,22.05,3317690.0,75971912.0,2.1602
2023-09-20,000586.XSHE,54.45,53.87,55.31,53.68,490551.0,26594700.0,0.985
2023-09-20,000589.XSHE,52.68,52.23,53.05,52.08,2002175.0,104991732.0,1.3415
