date,code,open,close,high,low,volume,money,turnover_ratio
2023-10-10,000001.XSHE,1420.34,1398.76,1421.61,1398.76,646619.0,910160342.0,0.4229
2023-10-10,000002.XSHE,2176.81,2164.99,2188.63,2163.3,181129.0,393942063.0,0.3148
2023-10-10,000004.XSHE,118.61,129.11,129.11,117.94,2086718.0,267417028.0,12.3034
2023-10-10,000005.XSHE,14.62,14.82,15.03,14.52,829434.0,12278854.0,0.8015
2023-10-10,000006.XSHE,227.21,226.18,229.8,225.66,225283.0,51189514.0,0.8617
2023-10-10,000007.XSHE,52.92,52.32,53.04,52.08,69762.0,3666455.0,0.2722
2023-10-10,000008.XSHE,63.98,63.44,64.79,63.44,749931.0,47948151.0,0.7504
2023-10-10,000009.XSHE,104.04,105.86,107.68,104.04,1627380.0,172665382.0,0.6437
2023-10-10,000010.XSHE,46.92,45.99,47.46,45.59,5452129.0,252098871.0,13.8796
2023-10-10,000011.XSHE,42.72,42.19,42.99,42.19,851405.0,36146565.0,0.7167
2023-10-10,000012.XSHE,192.39,187.24,193.07,185.87,570484.0,107826516.0,0.9997
2023-10-10,000014.XSHE,130.9,131.12,132.46,130.68,423782.0,55736653.0,1.9555
2023-10-10,000016.XSHE,103.75,104.48,104.73,103.51,255571.0,26618091.0,0.3899
2023-10-10,000017.XSHE,14.25,14.12,14.32,14.02,1153965.0,16319186.0,1.2393
2023-10-10,000019.XSHE,43.91,43.61,44.03,43.48,465101.0,20305922.0,0.6796
2023-10-10,000020.XSHE,28.43,28.48,28.55,28.12,564211.0,16041211.0,0.7484
2023-10-10,000021.XSHE,288.83,291.77,294.37,287.36,2066064.0,600857140.0,2.1599
2023-10-10,000023.XSHE,16.2,16.34,16.39,16.2,184399.0,3006513.0,0.3559
2023-10-10,000025.XSHE,42.41,42.77,42.99,42.35,883188.0,37698600.0,0.618
2023-10-10,000026.XSHE,106.91,105.97,107.39,105.3,394953.0,41884916.0,1.0325
2023-10-10,000027.XSHE,150.38,148.73,151.09,148.02,617835.0,92154452.0,0.3066
2023-10-10,000028.XSHE,173.18,165.4,173.18,164.8,1125148.0,188144786.0,1.2886
2023-10-10,000029.XSHE,26.74,26.71,27.02,26.52,1143522.0,30629661.0,0.3048
2023-10-10,000030.XSHE,21.28,21.47,21.55,20.92,2130342.0,45415446.0,0.496
2023-10-10,000031.XSHE,69.1,68.52,69.86,68.52,680439.0,46848015.0,0.3254
2023-10-10,000032.XSHE,95.03,94.95,96.97,94.4,3582246.0,342579387.0,2.3363
2023-10-10,000034.XSHE,90.65,91.45,92.81,88.77,8637032.0,785193523.0,4.9944
2023-10-10,000035.XSHE,27.76,27.71,28.04,27.48,5726997.0,158443210.0,1.0964
2023-10-10,000036.XSHE,36.35,36.54,36.92,36.07,763339.0,27911652.0,0.4909
2023-10-10,000037.XSHE,50.92,50.51,51.16,50.27,1029625.0,52169937.0,1.7865
2023-10-10,000039.XSHE,356.26,345.08,358.29,344.06,458257.0,159091216.0,1.012
2023-10-10,000040.XSHE,17.31,17.22,17.5,17.08,2831120.0,48935921.0,1.2361
2023-10-10,000042.XSHE,86.69,86.29,87.35,86.16,204622.0,17715996.0,0.4097
2023-10-10,000045.XSHE,31.63,33.36,33.92,31.63,5637702.0,185546952.0,3.6674
2023-10-10,000046.XSHE,77.25,84.4,85.42,77.25,7158720.0,582801337.0,4.7091
2023-10-10,000048.XSHE,205.27,200.56,206.84,199.48,722847.0,146605939.0,1.3555
