date,code,open,close,high,low,volume,money,turnover_ratio
2023-07-07,000001.XSHE,1421.61,1421.61,1430.49,1419.07,381662.0,543212456.0,0.2496
2023-07-07,000002.XSHE,2235.87,2227.84,2250.33,2218.2,245605.0,548059812.0,0.406
2023-07-07,000004.XSHE,132.09,126.43,141.33,125.09,4285257.0,573268683.0,26.8322
2023-07-07,000005.XSHE,13.39,12.88,13.39,12.88,1080559.0,14241973.0,1.0442
2023-07-07,000006.XSHE,227.21,229.28,230.31,226.18,167345.0,38252318.0,0.6401
2023-07-07,000007.XSHE,56.42,55.81,57.02,54.85,293637.0,16301141.0,1.1458
2023-07-07,000008.XSHE,64.25,63.98,64.52,63.71,627075.0,40135638.0,0.6409
2023-07-07,000009.XSHE,117.76,117.66,118.06,116.05,1457758.0,170750421.0,0.5751
2023-07-07,000010.XSHE,30.71,30.44,30.97,30.31,505469.0,15443510.0,1.2868
2023-07-07,000011.XSHE,40.39,40.73,40.77,40.26,769883.0,31264321.0,0.6236
2023-07-07,000012.XSHE,199.65,199.31,200.65,198.31,272495.0,54339879.0,0.4658
2023-07-07,000014.XSHE,128.22,129.67,132.13,127.1,1306602.0,169682678.0,6.0291
2023-07-07,000016.XSHE,115.2,115.93,116.42,114.23,466440.0,53924706.0,0.7115
2023-07-07,000017.XSHE,14.32,14.45,14.45,14.19,1236504.0,17753521.0,1.328
2023-07-07,000019.XSHE,46.1,46.4,47.01,45.92,1447260.0,67280583.0,2.1147
2023-07-07,000020.XSHE,33.74,34.77,34.77,32.7,4569663.0,155438492.0,6.0613
2023-07-07,000021.XSHE,325.32,319.33,330.5,315.92,3969622.0,1277513246.0,4.1226
2023-07-07,000023.XSHE,17.89,17.81,18.1,17.81,396805.0,7117402.0,0.7658
2023-07-07,000025.XSHE,48.95,48.05,49.8,47.96,2748463.0,133492721.0,1.92
2023-07-07,000026.XSHE,114.5,113.45,114.5,112.13,265697.0,30122577.0,0.6946
2023-07-07,000027.XSHE,152.74,154.63,155.81,152.27,939510.0,145396343.0,0.4662
2023-07-07,000028.XSHE,209.86,210.35,212.87,207.56,491067.0,103213873.0,0.5624
2023-07-07,000029.XSHE,25.67,26.02,26.14,25.57,1130052.0,29313568.0,0.3012
2023-07-07,000030.XSHE,20.61,20.61,20.84,20.49,1921346.0,39672374.0,0.4474
2023-07-07,000031.XSHE,71.4,71.4,72.35,71.01,502779.0,36063190.0,0.2404
2023-07-07,000032.XSHE,140.87,136.12,141.54,133.43,5149416.0,701674010.0,3.3584
2023-07-07,000034.XSHE,90.08,89.22,90.11,86.13,6442279.0,567970772.0,3.7258
2023-07-07,000035.XSHE,21.23,21.37,21.51,21.14,1467500.0,31366282.0,0.2809
2023-07-07,000036.XSHE,39.49,39.11,39.59,39.02,787824.0,30888913.0,0.5067
2023-07-07,000037.XSHE,71.85,79.03,80.44,71.8,17102069.0,1327231035.0,29.6735
2023-07-07,000038.XSHE,1.7,1.63,1.7,1.63,2737695.0,4542544.0,3.4314
2023-07-07,000039.XSHE,348.03,350.01,351.5,347.04,180994.0,63396704.0,0.3899
2023-07-07,000040.XSHE,19.4,19.81,20.09,19.35,12146386.0,240656112.0,5.3033
2023-07-07,000042.XSHE,101.85,102.51,103.57,101.71,294768.0,30230942.0,0.5903
2023-07-07,000045.XSHE,32.85,33.33,33.86,32.38,2665236.0,88452106.0,1.7338
2023-07-07,000046.XSHE,34.37,36.41,36.75,34.37,3406753.0,121758770.0,2.2322
2023-07-07,000048.XSHE,188.29,190.16,192.12,186.72,345180.0,65374644.0,0.6473
2023-07-07,000049.XSHE,295.37,293.1,296.54,291.26,217016.0,63623855.0,0.6083
2023-07-07,000050.XSHE,80.46,79.86,80.88,79.52,745191.0,59617069.0,0.2662
2023-07-07,000055.XSHE,48.37,48.37,48.58,47.97,649151.0,31332049.0,0.9679
2023-07-07,000056.XSHE,17.63,17.58,18.15,17.53,3341345.0,59182524.0,1.7425
2023-07-07,000058.XSHE,28.95,29.23,29.41,28.85,1077916.0,31466352.0,0.5119
2023-07-07,000059.XSHE,11.62,11.59,11.68,11.5,2934693.0,34004956.0,0.3364
2023-07-07,000060.XSHE,207.35,206.95,210.97,199.31,4101778.0,842907631.0,4.4104
2023-07-07,000061.XSHE,139.62,143.7,145.74,138.94,593340.0,84796072.0,0.7925
2023-07-07,000062.XSHE,89.11,87.72,89.11,87.02,495395.0,43471904.0,0.3675
2023-07-07,000063.XSHE,763.33,758.22,767.21,740.41,3862289.0,2916126790.0,1.6949
2023-07-07,000065.XSHE,281.16,274.24,283.28,272.65,805329.0,223354781.0,1.5769
2023-07-07,000066.XSHE,166.09,164.12,167.94,157.74,6192089.0,1003494799.0,2.2822
2023-07-07,000068.XSHE,6.98,6.98,7.07,6.93,1486908.0,10411456.0,0.3368
2023-07-07,000069.XSHE,217.31,217.31,219.74,216.34,298301.0,64944476.0,0.2055
2023-07-07,000070.XSHE,32.1,31.23,32.93,30.91,11114879.0,351006629.0,4.3593
2023-07-07,000078.XSHE,64.33,64.74,64.95,64.13,292294.0,18873858.0,0.2286
2023-07-07,000088.XSHE,39.39,39.96,40.13,39.23,850096.0,33880467.0,0.3083
2023-07-07,000089.XSHE,52.01,52.23,52.6,51.94,901468.0,47049863.0,0.322
2023-07-07,000090.XSHE,42.22,42.38,42.55,42.13,1003324.0,42481007.0,0.4507
2023-07-07,000096.XSHE,23.11,23.4,23.46,23.11,470064.0,10966278.0,0.2642
2023-07-07,000099.XSHE,38.98,40.26,40.89,38.32,15023008.0,598448805.0,8.245
2023-07-07,000100.XSHE,15.06,15.2,15.57,15.02,108687812.0,1658360886.0,2.1946
2023-07-07,000151.XSHE,35.56,35.18,35.73,34.98,2829431.0,99805449.0,2.9379
2023-07-07,000153.XSHE,56.15,55.92,56.44,55.8,748148.0,42002302.0,1.3853
2023-07-07,000155.XSHE,23.27,23.25,23.61,23.12,8548819.0,199685477.0,1.0362
2023-07-07,000156.XSHE,15.56,15.61,15.78,15.31,3874123.0,60191270.0,0.4505
2023-07-07,000157.XSHE,531.51,534.69,541.07,527.52,304632.0,162756628.0,0.3434
2023-07-07,000158.XSHE,24.41,23.53,24.47,23.29,33419582.0,792095667.0,6.2391
2023-07-07,000159.XSHE,22.1,22.23,22.45,21.97,1373874.0,30478315.0,0.9221
2023-07-07,000166.XSHE,6.92,7.01,7.02,6.89,15767476.0,109922619.0,0.1064
2023-07-07,000301.XSHE,27.46,27.27,27.48,27.11,4544036.0,124014612.0,0.1912
2023-07-07,000333.XSHE,298.13,296.64,300.96,293.82,5719617.0,1698410265.0,0.4268
2023-07-07,000338.XSHE,262.59,262.59,263.83,260.72,1272742.0,334000523.0,0.5233
2023-07-07,000400.XSHE,180.45,179.25,181.98,179.17,820752.0,148003258.0,0.6529
2023-07-07,000401.XSHE,52.13,52.13,52.34,51.85,784688.0,40872166.0,0.3612
2023-07-07,000402.XSHE,168.19,168.93,170.05,168.19,174068.0,29449345.0,0.2158
2023-07-07,000403.XSHE,156.81,158.81,160.81,156.49,387792.0,61539372.0,0.4875
2023-07-07,000404.XSHE,27.91,28.12,28.33,27.79,3042751.0,85426927.0,1.8348
