date,code,open,close,low,high,volume,money,turnover_ratio
2021-03-16,000001.XSHE,2608.62,2615.87,2568.77,2670.21,778081.0,2038470660.53,0.4842
2021-03-16,000002.XSHE,4504.19,4705.87,4477.02,4743.06,842743.0,3904735921.93,1.2409
2021-03-16,000004.XSHE,126.88,129.63,125.84,129.71,191029.0,24453801.0,1.2355
2021-03-16,000005.XSHE,23.21,23.92,23.0,23.92,1708776.0,40303914.29,1.6512
2021-03-16,000006.XSHE,250.95,258.07,248.58,258.07,439612.0,112107428.98,1.5467
2021-03-16,000007.XSHE,49.06,51.47,46.41,52.68,4727733.0,232891352.99,18.4474
2021-03-16,000008.XSHE,64.25,64.52,63.98,65.06,424227.0,27382794.0,0.4279
2021-03-16,000009.XSHE,89.71,91.31,88.71,92.02,4527091.0,411716642.57,1.7801
2021-03-16,000010.XSHE,52.37,55.43,51.71,55.43,2938911.0,157993590.39,7.4816
2021-03-16,000011.XSHE,52.68,55.34,51.27,55.34,12556570.0,675446433.76,9.3273
2021-03-16,000012.XSHE,204.06,201.81,198.91,205.35,851669.0,171768997.56,1.4029
2021-03-16,000014.XSHE,73.89,75.72,73.16,75.99,501777.0,37662728.19,2.275
2021-03-16,000016.XSHE,143.95,143.24,142.05,145.38,469447.0,67354053.88,0.6985
2021-03-16,000017.XSHE,8.46,8.95,8.43,8.95,3168656.0,28141162.87,3.4031
2021-03-16,000019.XSHE,39.51,39.62,38.84,39.79,1251654.0,49293007.75,1.6737
2021-03-16,000020.XSHE,21.07,21.31,20.91,21.39,645536.0,13674157.24,0.8562
2021-03-16,000021.XSHE,309.59,310.39,306.11,312.29,743670.0,229991469.24,0.8021
2021-03-16,000023.XSHE,41.53,42.2,41.53,42.79,98548.0,4148447.92,0.1902
2021-03-16,000025.XSHE,41.08,41.79,40.83,42.23,1191981.0,49626216.98,0.831
2021-03-16,000026.XSHE,136.07,137.3,131.94,137.56,1392339.0,186715989.3,3.4242
2021-03-16,000027.XSHE,178.44,201.65,178.44,202.09,13764958.0,2634274058.99,6.3349
2021-03-16,000028.XSHE,161.22,165.17,159.03,165.49,1846460.0,300642302.49,2.0008
2021-03-16,000029.XSHE,17.9,18.78,17.85,19.29,8991440.0,167423925.05,2.3375
2021-03-16,000030.XSHE,26.11,26.93,25.5,27.31,3900873.0,104421770.19,0.7566
2021-03-16,000031.XSHE,76.95,78.48,75.99,79.05,435493.0,33959372.97,0.4409
2021-03-16,000032.XSHE,92.96,93.09,92.96,94.71,300807.0,28137078.2,0.3048
2021-03-16,000034.XSHE,50.98,51.74,50.7,51.83,2102734.0,108047286.43,1.2899
2021-03-16,000035.XSHE,21.14,21.92,21.04,22.2,4924878.0,107400136.7,0.9264
2021-03-16,000036.XSHE,36.2,36.28,35.93,36.46,472152.0,17093420.98,0.2817
2021-03-16,000037.XSHE,59.33,59.27,57.8,60.27,2082256.0,122511106.6,3.6129
2021-03-16,000038.XSHE,32.29,32.42,31.85,32.67,973924.0,31375479.07,1.2844
2021-03-16,000039.XSHE,446.13,443.04,438.72,447.98,292267.0,129460604.12,0.5881
2021-03-16,000040.XSHE,13.43,13.38,13.19,13.56,9162674.0,122213894.96,4.0006
2021-03-16,000042.XSHE,115.75,118.24,115.48,118.24,83673.0,9801688.4,0.1662
2021-03-16,000045.XSHE,23.42,24.0,23.18,24.53,5639128.0,134233888.43,3.6116
2021-03-16,000046.XSHE,101.76,102.78,101.42,103.46,304415.0,31210123.05,0.1995
2021-03-16,000048.XSHE,177.94,175.67,174.38,177.94,146602.0,25778597.27,0.2358
2021-03-16,000049.XSHE,384.29,376.06,363.95,388.34,495061.0,184904192.15,1.3225
2021-03-16,000050.XSHE,118.7,119.54,117.61,119.62,1953043.0,232013622.3,0.7849
2021-03-16,000055.XSHE,47.01,47.8,47.01,48.39,1394185.0,66414464.6,2.026
2021-03-16,000056.XSHE,12.63,12.96,12.58,13.06,2803515.0,36115851.0,1.4621
2021-03-16,000058.XSHE,28.47,30.09,28.42,30.61,4109610.0,121718103.34,3.5512
2021-03-16,000059.XSHE,10.47,10.29,10.26,10.52,12082124.0,124975149.05,1.2961
2021-03-16,000060.XSHE,179.98,176.95,175.06,181.5,1549145.0,274625619.62,1.6449
2021-03-16,000061.XSHE,132.64,133.96,131.98,134.84,273334.0,36481216.15,0.3552
2021-03-16,000062.XSHE,86.83,88.43,86.76,88.5,422023.0,37023549.0,0.2931
2021-03-16,000063.XSHE,483.7,487.97,475.15,491.22,3444133.0,1663659446.6,1.5261
2021-03-16,000065.XSHE,111.26,110.94,110.48,111.72,114307.0,12680909.5,0.2643
2021-03-16,000066.XSHE,168.6,169.98,167.23,171.24,1959931.0,331446715.25,0.7678
2021-03-16,000068.XSHE,6.18,6.36,6.16,6.38,5038479.0,31649121.98,1.1412
2021-03-16,000069.XSHE,415.78,426.28,411.67,430.39,2487169.0,1049007022.95,1.6086
2021-03-16,000070.XSHE,24.6,24.92,24.43,25.2,2104220.0,52280823.04,0.911
2021-03-16,000078.XSHE,65.97,66.59,65.77,66.59,525333.0,34821438.83,0.4106
2021-03-16,000088.XSHE,47.35,47.84,46.15,48.48,2070847.0,98227783.69,0.7377
2021-03-16,000089.XSHE,63.09,65.35,62.36,65.79,6671402.0,430743021.94,2.3726
2021-03-16,000090.XSHE,46.86,47.01,46.18,47.08,2049784.0,95753976.19,0.8199
2021-03-16,000096.XSHE,26.21,26.11,25.79,26.29,384820.0,10001231.0,0.2007
2021-03-16,000099.XSHE,25.94,26.02,25.75,26.48,1947361.0,50639962.52,1.2259
2021-03-16,000100.XSHE,30.56,29.8,29.29,30.71,155015625.0,4623839710.39,3.8057
2021-03-16,000150.XSHE,12.07,12.5,11.44,13.25,25899136.0,325412199.4,12.6711
2021-03-16,000151.XSHE,20.15,20.42,20.15,20.45,417689.0,8498616.35,0.4337
2021-03-16,000153.XSHE,38.87,39.6,38.87,39.66,531428.0,20889109.98,0.9623
2021-03-16,000155.XSHE,18.08,17.67,17.29,18.28,40405485.0,713412905.89,5.0014
2021-03-16,000156.XSHE,14.46,14.53,14.35,14.59,3187000.0,46158277.15,0.4305
2021-03-16,000157.XSHE,926.65,909.88,904.04,940.5,1148177.0,1052467710.82,1.2793
2021-03-16,000158.XSHE,15.14,15.44,15.06,15.53,5136445.0,78881231.1,0.9636
2021-03-16,000159.XSHE,17.21,17.34,17.11,17.37,2639361.0,45454153.59,1.7659
2021-03-16,000166.XSHE,6.8,6.83,6.78,6.84,23727670.0,161777778.56,0.1526
2021-03-16,000301.XSHE,29.04,28.66,27.98,29.22,5518241.0,158028912.25,0.7190000000000001
2021-03-16,000333.XSHE,383.05,383.84,379.05,385.93,7514061.0,2877253721.9,0.508
2021-03-16,000338.XSHE,403.78,398.64,394.48,408.92,2495971.0,998374127.02,1.1634
2021-03-16,000400.XSHE,115.17,120.84,114.15,123.35,6049013.0,729673986.43,4.7197
2021-03-16,000401.XSHE,99.42,98.54,97.59,99.67,2696470.0,265694673.79,1.2578
2021-03-16,000402.XSHE,237.9,244.95,233.67,246.36,1751353.0,420508667.11,2.066
2021-03-16,000403.XSHE,293.6,301.82,289.61,303.89,283102.0,84686970.8,0.4636
